0.63023-0.45704i	0.63085-0.45237i	0.63148-0.44771i	0.6321-0.44304i	0.63273-0.43838i	0.63335-0.43371i	0.63383-0.42893i	0.63414-0.42404i	0.63446-0.41915i	0.63477-0.41425i	0.63508-0.40936i	0.6354-0.40446i	0.63544-0.39938i	0.63544-0.39427i
-0.076936-0.41545i	-0.069974-0.42123i	-0.063012-0.42701i	-0.05605-0.43279i	-0.049088-0.43857i	-0.042126-0.44435i	-0.03516-0.45011i	-0.028189-0.45586i	-0.021219-0.46162i	-0.014248-0.46737i	-0.0072773-0.47312i	-0.00030654-0.47887i	0.006656-0.48458i	0.013617-0.49028i
-0.070116-0.35479i	-0.06337-0.36081i	-0.056625-0.36683i	-0.049879-0.37286i	-0.043133-0.37888i	-0.036388-0.3849i	-0.029637-0.39092i	-0.022879-0.39694i	-0.016122-0.40295i	-0.0093647-0.40897i	-0.0026074-0.41498i	0.0041499-0.421i	0.010902-0.42699i	0.017654-0.43298i
-0.053221-0.29664i	-0.046757-0.30285i	-0.040294-0.30906i	-0.03383-0.31527i	-0.027366-0.32148i	-0.020902-0.32769i	-0.014433-0.33391i	-0.0079597-0.34013i	-0.0014859-0.34636i	0.0049879-0.35258i	0.011462-0.35881i	0.017936-0.36503i	0.024404-0.37125i	0.030872-0.37747i
-0.027468-0.24234i	-0.021342-0.24867i	-0.015216-0.255i	-0.0090903-0.26133i	-0.0029643-0.26766i	0.0031616-0.27399i	0.0092894-0.28034i	0.015419-0.2867i	0.021549-0.29306i	0.027679-0.29943i	0.033809-0.30579i	0.039939-0.31215i	0.046059-0.31853i	0.052178-0.32491i
0.0060512-0.19278i	0.011796-0.19915i	0.017541-0.20551i	0.023286-0.21188i	0.029031-0.21824i	0.034777-0.22461i	0.040519-0.231i	0.046258-0.23742i	0.051996-0.24384i	0.057735-0.25026i	0.063474-0.25667i	0.069213-0.26309i	0.074935-0.26954i	0.080655-0.27599i
0.046496-0.14861i	0.051835-0.15492i	0.057174-0.16123i	0.062513-0.16754i	0.067851-0.17384i	0.07319-0.18015i	0.07852-0.1865i	0.083839-0.19287i	0.089159-0.19925i	0.094478-0.20563i	0.099798-0.212i	0.10512-0.21838i	0.11041-0.2248i	0.1157-0.23122i
0.093234-0.11053i	0.098164-0.11668i	0.10309-0.12283i	0.10802-0.12898i	0.11295-0.13513i	0.11788-0.14128i	0.1228-0.14747i	0.12769-0.15371i	0.13259-0.15994i	0.13748-0.16617i	0.14237-0.1724i	0.14727-0.17863i	0.15212-0.18492i	0.15697-0.19121i
0.14566-0.079456i	0.1502-0.085347i	0.15475-0.091238i	0.15929-0.097129i	0.16383-0.10302i	0.16838-0.10891i	0.1729-0.11484i	0.17739-0.12083i	0.18188-0.12681i	0.18637-0.13279i	0.19086-0.13877i	0.19535-0.14475i	0.19979-0.15079i	0.20422-0.15684i
0.20293-0.056536i	0.20714-0.062072i	0.21134-0.067607i	0.21555-0.073143i	0.21976-0.078678i	0.22397-0.084214i	0.22814-0.089796i	0.23228-0.095426i	0.23641-0.10106i	0.24055-0.10669i	0.24469-0.11232i	0.24882-0.11795i	0.25289-0.12365i	0.25695-0.12935i
0.26374-0.04301i	0.26768-0.048111i	0.27163-0.053211i	0.27558-0.058312i	0.27952-0.063412i	0.28347-0.068513i	0.28737-0.07366i	0.29123-0.078857i	0.29509-0.084054i	0.29894-0.089252i	0.3028-0.094449i	0.30666-0.099646i	0.31043-0.10491i	0.31419-0.11019i
0.32617-0.039929i	0.32995-0.044538i	0.33373-0.049147i	0.33751-0.053756i	0.34129-0.058365i	0.34507-0.062974i	0.3488-0.067629i	0.35247-0.072332i	0.35615-0.077036i	0.35982-0.081739i	0.36349-0.086443i	0.36717-0.091146i	0.37074-0.09592i	0.3743-0.1007i
0.38776-0.047816i	0.39148-0.051906i	0.3952-0.055995i	0.39893-0.060085i	0.40265-0.064175i	0.40637-0.068264i	0.41003-0.072397i	0.41363-0.076576i	0.41722-0.080755i	0.42082-0.084933i	0.42442-0.089112i	0.42802-0.093291i	0.4315-0.097537i	0.43497-0.10179i
0.44571-0.06636i	0.44948-0.069933i	0.45325-0.073507i	0.45703-0.077081i	0.4608-0.080654i	0.46457-0.084228i	0.46827-0.087841i	0.47191-0.091496i	0.47554-0.095151i	0.47917-0.098805i	0.4828-0.10246i	0.48644-0.10611i	0.48994-0.10983i	0.49344-0.11356i
0.49727-0.094241i	0.50119-0.097332i	0.50511-0.10042i	0.50903-0.10351i	0.51295-0.10661i	0.51688-0.1097i	0.52073-0.11282i	0.5245-0.11598i	0.52827-0.11915i	0.53204-0.12231i	0.53582-0.12547i	0.53959-0.12863i	0.54323-0.13185i	0.54685-0.13507i
0.54016-0.12916i	0.54431-0.13182i	0.54847-0.13449i	0.55263-0.13716i	0.55679-0.13982i	0.56095-0.14249i	0.56503-0.14519i	0.56903-0.14791i	0.57303-0.15064i	0.57703-0.15337i	0.58103-0.15609i	0.58503-0.15882i	0.58889-0.16159i	0.59273-0.16437i
0.57302-0.16804i	0.57748-0.17036i	0.58194-0.17268i	0.58639-0.175i	0.59085-0.17732i	0.59531-0.17964i	0.59969-0.18199i	0.60398-0.18435i	0.60828-0.18672i	0.61257-0.18909i	0.61687-0.19146i	0.62116-0.19382i	0.62531-0.19623i	0.62944-0.19863i
0.59568-0.20751i	0.60048-0.20957i	0.60527-0.21163i	0.61007-0.21369i	0.61486-0.21575i	0.61966-0.21781i	0.62437-0.21988i	0.629-0.22198i	0.63364-0.22407i	0.63827-0.22617i	0.6429-0.22826i	0.64753-0.23036i	0.65201-0.23248i	0.65647-0.23461i
0.60922-0.24431i	0.61437-0.2462i	0.61951-0.24809i	0.62466-0.24998i	0.6298-0.25187i	0.63495-0.25375i	0.64001-0.25565i	0.64499-0.25757i	0.64998-0.25948i	0.65496-0.2614i	0.65994-0.26331i	0.66492-0.26522i	0.66976-0.26715i	0.67457-0.26909i
0.6158-0.27591i	0.62129-0.27771i	0.62677-0.27951i	0.63226-0.28131i	0.63774-0.28311i	0.64323-0.28491i	0.64864-0.28672i	0.65397-0.28854i	0.65929-0.29035i	0.66462-0.29217i	0.66995-0.29399i	0.67527-0.29581i	0.68045-0.29763i	0.68561-0.29947i
0.61832-0.30079i	0.62412-0.30257i	0.62992-0.30436i	0.63572-0.30614i	0.64152-0.30793i	0.64732-0.30972i	0.65304-0.31151i	0.65869-0.31331i	0.66433-0.31511i	0.66998-0.31691i	0.67563-0.3187i	0.68127-0.3205i	0.68678-0.32231i	0.69226-0.32412i
0.61989-0.31867i	0.62597-0.32051i	0.63204-0.32234i	0.63811-0.32418i	0.64419-0.32601i	0.65026-0.32785i	0.65626-0.32969i	0.66219-0.33153i	0.66811-0.33338i	0.67404-0.33523i	0.67996-0.33707i	0.68589-0.33892i	0.69168-0.34077i	0.69745-0.34263i
0.62336-0.33048i	0.62965-0.33241i	0.63595-0.33435i	0.64225-0.33628i	0.64854-0.33822i	0.65484-0.34015i	0.66107-0.34209i	0.66722-0.34404i	0.67338-0.34599i	0.67953-0.34793i	0.68569-0.34988i	0.69184-0.35183i	0.69787-0.35379i	0.70387-0.35574i
0.63082-0.33802i	0.63728-0.3401i	0.64374-0.34217i	0.65021-0.34425i	0.65667-0.34632i	0.66314-0.34839i	0.66953-0.35048i	0.67586-0.35257i	0.68219-0.35466i	0.68851-0.35675i	0.69484-0.35884i	0.70117-0.36093i	0.70736-0.36304i	0.71354-0.36514i
0.64341-0.34363i	0.64998-0.34587i	0.65655-0.34811i	0.66312-0.35036i	0.66969-0.3526i	0.67626-0.35484i	0.68276-0.35709i	0.68919-0.35936i	0.69563-0.36162i	0.70206-0.36389i	0.70849-0.36616i	0.71493-0.36842i	0.72123-0.37071i	0.72751-0.373i
0.66128-0.34965i	0.66788-0.35208i	0.67449-0.35451i	0.6811-0.35693i	0.6877-0.35936i	0.69431-0.36178i	0.70085-0.36423i	0.70732-0.36669i	0.71378-0.36915i	0.72025-0.37161i	0.72672-0.37407i	0.73319-0.37653i	0.73953-0.37901i	0.74584-0.3815i
0.68369-0.35808i	0.69026-0.36069i	0.69683-0.36331i	0.7034-0.36592i	0.70997-0.36854i	0.71655-0.37115i	0.72305-0.37379i	0.72948-0.37645i	0.7359-0.37911i	0.74233-0.38176i	0.74876-0.38442i	0.75519-0.38708i	0.76148-0.38977i	0.76775-0.39247i
0.70942-0.37026i	0.71588-0.37305i	0.72234-0.37585i	0.7288-0.37864i	0.73526-0.38144i	0.74172-0.38423i	0.7481-0.38705i	0.75441-0.38989i	0.76072-0.39274i	0.76702-0.39559i	0.77333-0.39843i	0.77964-0.40128i	0.7858-0.40416i	0.79194-0.40706i
0.73707-0.38689i	0.74334-0.38983i	0.74961-0.39278i	0.75589-0.39572i	0.76216-0.39866i	0.76843-0.4016i	0.77462-0.40458i	0.78072-0.40758i	0.78683-0.41058i	0.79294-0.41358i	0.79904-0.41658i	0.80515-0.41958i	0.8111-0.42263i	0.81703-0.42569i
0.76542-0.40807i	0.77143-0.41112i	0.77744-0.41416i	0.78345-0.4172i	0.78946-0.42024i	0.79547-0.42329i	0.80139-0.42636i	0.80722-0.42946i	0.81305-0.43257i	0.81888-0.43568i	0.82471-0.43878i	0.83054-0.44189i	0.8362-0.44504i	0.84184-0.44821i
0.79361-0.43362i	0.79929-0.43669i	0.80498-0.43976i	0.81066-0.44283i	0.81635-0.4459i	0.82204-0.44897i	0.82763-0.45207i	0.83311-0.45521i	0.8386-0.45834i	0.84409-0.46148i	0.84958-0.46461i	0.85506-0.46775i	0.86037-0.47094i	0.86564-0.47413i
0.82113-0.46329i	0.82645-0.4663i	0.83177-0.46931i	0.83708-0.47232i	0.8424-0.47533i	0.84772-0.47834i	0.85293-0.48138i	0.85803-0.48445i	0.86313-0.48753i	0.86823-0.4906i	0.87333-0.49367i	0.87843-0.49674i	0.88333-0.49987i	0.8882-0.50299i
0.84774-0.4971i	0.85267-0.49994i	0.8576-0.50279i	0.86253-0.50563i	0.86746-0.50848i	0.87239-0.51132i	0.8772-0.5142i	0.88189-0.5171i	0.88658-0.52i	0.89127-0.5229i	0.89596-0.5258i	0.90065-0.52871i	0.90513-0.53165i	0.90957-0.53461i
0.87317-0.53534i	0.87772-0.53792i	0.88227-0.54049i	0.88681-0.54306i	0.89136-0.54563i	0.89591-0.5482i	0.90033-0.5508i	0.90462-0.55342i	0.90891-0.55603i	0.91321-0.55865i	0.9175-0.56127i	0.92179-0.56389i	0.92585-0.56654i	0.92987-0.5692i
0.89685-0.57861i	0.90105-0.5808i	0.90526-0.58299i	0.90946-0.58519i	0.91367-0.58738i	0.91788-0.58957i	0.92195-0.59178i	0.92588-0.594i	0.92981-0.59622i	0.93374-0.59845i	0.93767-0.60067i	0.9416-0.60289i	0.94529-0.60514i	0.94893-0.60739i
0.91772-0.62751i	0.92165-0.62923i	0.92558-0.63095i	0.92951-0.63267i	0.93344-0.63438i	0.93737-0.6361i	0.94116-0.63783i	0.9448-0.63956i	0.94844-0.64129i	0.95208-0.64302i	0.95572-0.64475i	0.95936-0.64649i	0.96274-0.64823i	0.96608-0.64997i
0.93418-0.68239i	0.93792-0.68356i	0.94167-0.68473i	0.94542-0.6859i	0.94916-0.68707i	0.95291-0.68825i	0.95651-0.68941i	0.95995-0.69058i	0.96339-0.69174i	0.96684-0.69291i	0.97028-0.69407i	0.97372-0.69523i	0.97689-0.69639i	0.98002-0.69754i
0.94421-0.74298i	0.94787-0.74356i	0.95154-0.74414i	0.95521-0.74472i	0.95888-0.7453i	0.96255-0.74587i	0.96607-0.74644i	0.96942-0.74698i	0.97277-0.74753i	0.97613-0.74808i	0.97948-0.74862i	0.98283-0.74917i	0.98591-0.74969i	0.98894-0.75021i
0.94567-0.80819i	0.94937-0.80816i	0.95307-0.80813i	0.95678-0.8081i	0.96048-0.80806i	0.96418-0.80803i	0.96773-0.80797i	0.97111-0.80788i	0.9745-0.80779i	0.97788-0.8077i	0.98126-0.80762i	0.98464-0.80753i	0.98774-0.80739i	0.99079-0.80724i
0.93671-0.87602i	0.94056-0.87538i	0.94441-0.87475i	0.94826-0.87412i	0.9521-0.87349i	0.95595-0.87286i	0.95964-0.87219i	0.96317-0.87147i	0.96669-0.87076i	0.97022-0.87004i	0.97374-0.86933i	0.97727-0.86861i	0.98051-0.86782i	0.9837-0.86702i
0.91619-0.94369i	0.92028-0.9425i	0.92438-0.9413i	0.92847-0.94011i	0.93256-0.93891i	0.93666-0.93772i	0.9406-0.93647i	0.94437-0.93516i	0.94814-0.93385i	0.95192-0.93255i	0.95569-0.93124i	0.95947-0.92993i	0.96295-0.92853i	0.9664-0.92711i
0.88398-1.008i	0.8884-1.0063i	0.89283-1.0046i	0.89725-1.0029i	0.90168-1.0012i	0.90611-0.9995i	0.91038-0.99773i	0.91449-0.99588i	0.91861-0.99404i	0.92272-0.99219i	0.92683-0.99035i	0.93095-0.98851i	0.93478-0.98655i	0.93857-0.98457i
0.84112-1.0658i	0.84594-1.0637i	0.85077-1.0615i	0.8556-1.0594i	0.86043-1.0572i	0.86525-1.0551i	0.86993-1.0529i	0.87446-1.0506i	0.87899-1.0482i	0.88352-1.0459i	0.88804-1.0436i	0.89257-1.0413i	0.89682-1.0389i	0.90104-1.0364i
0.78973-1.1145i	0.79502-1.1119i	0.8003-1.1094i	0.80558-1.1069i	0.81086-1.1044i	0.81614-1.1019i	0.82129-1.0993i	0.82628-1.0966i	0.83128-1.0939i	0.83628-1.0912i	0.84128-1.0885i	0.84627-1.0858i	0.85101-1.0829i	0.85572-1.0801i
0.73275-1.1522i	0.73852-1.1494i	0.74429-1.1466i	0.75007-1.1438i	0.75584-1.141i	0.76162-1.1382i	0.76726-1.1353i	0.77277-1.1323i	0.77828-1.1293i	0.78379-1.1263i	0.7893-1.1233i	0.79481-1.1203i	0.80008-1.1171i	0.80531-1.1139i
0.67341-1.1785i	0.6797-1.1755i	0.68599-1.1725i	0.69228-1.1695i	0.69857-1.1665i	0.70487-1.1634i	0.71104-1.1603i	0.71709-1.1571i	0.72314-1.1539i	0.72919-1.1506i	0.73524-1.1474i	0.74129-1.1442i	0.74711-1.1408i	0.7529-1.1373i
0.6148-1.1939i	0.62162-1.1908i	0.62844-1.1877i	0.63527-1.1845i	0.64209-1.1814i	0.64891-1.1783i	0.65563-1.175i	0.66224-1.1717i	0.66884-1.1683i	0.67544-1.1649i	0.68205-1.1616i	0.68865-1.1582i	0.69505-1.1546i	0.70142-1.1511i
0.55938-1.2001i	0.56674-1.197i	0.5741-1.1938i	0.58145-1.1906i	0.58881-1.1875i	0.59617-1.1843i	0.60343-1.181i	0.61059-1.1776i	0.61775-1.1742i	0.62492-1.1708i	0.63208-1.1673i	0.63924-1.1639i	0.64622-1.1603i	0.65317-1.1567i
0.50869-1.1993i	0.51657-1.1961i	0.52445-1.193i	0.53234-1.1899i	0.54022-1.1868i	0.5481-1.1836i	0.5559-1.1804i	0.56361-1.177i	0.57132-1.1737i	0.57903-1.1703i	0.58674-1.1669i	0.59444-1.1635i	0.60199-1.16i	0.6095-1.1564i
0.46325-1.1936i	0.47163-1.1906i	0.48001-1.1876i	0.48839-1.1846i	0.49677-1.1816i	0.50516-1.1786i	0.51347-1.1755i	0.5217-1.1723i	0.52993-1.1691i	0.53816-1.1658i	0.54639-1.1626i	0.55462-1.1594i	0.5627-1.1559i	0.57076-1.1525i
0.42268-1.1851i	0.43152-1.1823i	0.44036-1.1796i	0.4492-1.1768i	0.45804-1.174i	0.46688-1.1712i	0.47566-1.1683i	0.48437-1.1653i	0.49308-1.1623i	0.50179-1.1593i	0.5105-1.1563i	0.51921-1.1533i	0.52778-1.1501i	0.53634-1.1468i
0.38603-1.1752i	0.39527-1.1727i	0.40451-1.1702i	0.41375-1.1677i	0.42299-1.1653i	0.43223-1.1628i	0.44142-1.1602i	0.45054-1.1575i	0.45967-1.1548i	0.46879-1.1521i	0.47792-1.1494i	0.48705-1.1466i	0.49605-1.1437i	0.50504-1.1408i
0.35213-1.1644i	0.3617-1.1622i	0.37126-1.1601i	0.38082-1.158i	0.39038-1.1559i	0.39995-1.1538i	0.40946-1.1516i	0.41893-1.1492i	0.42839-1.1469i	0.43785-1.1446i	0.44732-1.1422i	0.45678-1.1399i	0.46614-1.1374i	0.47548-1.1348i
0.31999-1.1526i	0.32979-1.1509i	0.33958-1.1492i	0.34938-1.1475i	0.35917-1.1458i	0.36897-1.1441i	0.37872-1.1423i	0.38843-1.1404i	0.39813-1.1385i	0.40784-1.1366i	0.41755-1.1347i	0.42726-1.1328i	0.43687-1.1307i	0.44646-1.1285i
0.28905-1.1396i	0.29898-1.1383i	0.3089-1.137i	0.31883-1.1358i	0.32875-1.1345i	0.33868-1.1333i	0.34857-1.1319i	0.35842-1.1304i	0.36827-1.129i	0.37812-1.1275i	0.38797-1.126i	0.39782-1.1246i	0.40758-1.1229i	0.41733-1.1213i
0.25926-1.1246i	0.26922-1.1237i	0.27917-1.1229i	0.28913-1.1221i	0.29908-1.1213i	0.30904-1.1205i	0.31896-1.1196i	0.32885-1.1185i	0.33873-1.1175i	0.34862-1.1165i	0.35851-1.1155i	0.3684-1.1145i	0.37821-1.1133i	0.388-1.1121i
0.23103-1.1073i	0.24092-1.1069i	0.2508-1.1065i	0.26069-1.1061i	0.27058-1.1057i	0.28046-1.1053i	0.29032-1.1048i	0.30015-1.1042i	0.30998-1.1037i	0.3198-1.1031i	0.32963-1.1025i	0.33946-1.1019i	0.34922-1.1012i	0.35896-1.1004i
0.20495-1.0878i	0.21468-1.0878i	0.22442-1.0877i	0.23415-1.0877i	0.24388-1.0877i	0.25362-1.0877i	0.26333-1.0876i	0.27301-1.0874i	0.28269-1.0872i	0.29237-1.087i	0.30206-1.0869i	0.31174-1.0867i	0.32136-1.0863i	0.33097-1.0859i
0.18153-1.0665i	0.19104-1.0669i	0.20055-1.0672i	0.21006-1.0675i	0.21958-1.0678i	0.22909-1.0681i	0.23858-1.0684i	0.24805-1.0685i	0.25752-1.0687i	0.26699-1.0688i	0.27646-1.069i	0.28593-1.0691i	0.29534-1.0691i	0.30475-1.0691i
0.1609-1.0444i	0.17014-1.045i	0.17938-1.0456i	0.18862-1.0462i	0.19787-1.0468i	0.20711-1.0474i	0.21633-1.0479i	0.22554-1.0483i	0.23475-1.0487i	0.24396-1.0492i	0.25316-1.0496i	0.26237-1.05i	0.27153-1.0503i	0.28068-1.0505i
0.14267-1.0223i	0.15162-1.0231i	0.16056-1.0239i	0.1695-1.0247i	0.17844-1.0255i	0.18738-1.0263i	0.19631-1.027i	0.20523-1.0276i	0.21414-1.0283i	0.22305-1.0289i	0.23197-1.0296i	0.24088-1.0302i	0.24975-1.0307i	0.25862-1.0312i
0.12598-1.0007i	0.1346-1.0016i	0.14323-1.0026i	0.15185-1.0035i	0.16047-1.0045i	0.1691-1.0055i	0.17771-1.0063i	0.18632-1.0071i	0.19492-1.008i	0.20352-1.0088i	0.21213-1.0096i	0.22073-1.0104i	0.2293-1.0111i	0.23786-1.0117i
0.10961-0.97963i	0.11791-0.9807i	0.12621-0.98177i	0.13451-0.98284i	0.14281-0.98391i	0.1511-0.98498i	0.15939-0.98598i	0.16768-0.98691i	0.17596-0.98785i	0.18425-0.98878i	0.19253-0.98971i	0.20082-0.99064i	0.20908-0.99145i	0.21733-0.99223i
0.092416-0.9585i	0.10038-0.95964i	0.10835-0.96079i	0.11631-0.96193i	0.12428-0.96308i	0.13225-0.96422i	0.14021-0.9653i	0.14817-0.96632i	0.15613-0.96734i	0.16409-0.96836i	0.17205-0.96938i	0.18001-0.97039i	0.18795-0.97129i	0.19589-0.97218i
0.073608-0.93591i	0.081236-0.9371i	0.088863-0.9383i	0.09649-0.93949i	0.10412-0.94068i	0.11174-0.94187i	0.11937-0.94301i	0.127-0.94408i	0.13463-0.94516i	0.14226-0.94623i	0.14989-0.94731i	0.15752-0.94838i	0.16513-0.94935i	0.17275-0.95031i
0.053152-0.91012i	0.06043-0.91133i	0.067707-0.91254i	0.074985-0.91375i	0.082262-0.91496i	0.08954-0.91617i	0.096821-0.91733i	0.10411-0.91844i	0.11139-0.91955i	0.11868-0.92066i	0.12597-0.92177i	0.13325-0.92287i	0.14054-0.92389i	0.14782-0.92489i
0.031921-0.87929i	0.038834-0.88049i	0.045747-0.88169i	0.05266-0.88289i	0.059573-0.8841i	0.066486-0.8853i	0.073406-0.88646i	0.080334-0.88757i	0.087262-0.88869i	0.09419-0.88981i	0.10112-0.89092i	0.10805-0.89204i	0.11498-0.89307i	0.12191-0.8941i
0.011686-0.84202i	0.018217-0.84318i	0.024749-0.84434i	0.03128-0.8455i	0.037812-0.84666i	0.044343-0.84782i	0.050884-0.84895i	0.057436-0.85004i	0.063988-0.85114i	0.07054-0.85223i	0.077091-0.85332i	0.083643-0.85441i	0.090204-0.85544i	0.096766-0.85646i
-0.0051188-0.79771i	0.0010159-0.79879i	0.0071506-0.79987i	0.013285-0.80095i	0.01942-0.80203i	0.025555-0.80311i	0.031701-0.80416i	0.037859-0.80519i	0.044017-0.80623i	0.050175-0.80726i	0.056333-0.80829i	0.062492-0.80932i	0.068663-0.8103i	0.074836-0.81128i
-0.015799-0.74681i	-0.010071-0.74777i	-0.004343-0.74872i	0.0013849-0.74967i	0.0071128-0.75063i	0.012841-0.75158i	0.01858-0.75252i	0.024332-0.75345i	0.030084-0.75437i	0.035836-0.7553i	0.041588-0.75623i	0.04734-0.75715i	0.053107-0.75805i	0.058876-0.75895i
-0.017892-0.69091i	-0.012572-0.69169i	-0.0072528-0.69247i	-0.0019333-0.69325i	0.0033862-0.69402i	0.0087057-0.6948i	0.014035-0.69558i	0.019376-0.69635i	0.024717-0.69713i	0.030057-0.6979i	0.035398-0.69868i	0.040739-0.69945i	0.046093-0.70022i	0.05145-0.70099i
-0.0096338-0.63252i	-0.0047147-0.63308i	0.00020427-0.63363i	0.0051233-0.63418i	0.010042-0.63474i	0.014961-0.63529i	0.019887-0.63585i	0.02482-0.63643i	0.029754-0.637i	0.034687-0.63758i	0.03962-0.63815i	0.044553-0.63873i	0.049496-0.63932i	0.05444-0.63992i
0.0097006-0.57472i	0.014236-0.575i	0.018771-0.57529i	0.023306-0.57557i	0.027841-0.57586i	0.032377-0.57614i	0.036913-0.57645i	0.041451-0.57678i	0.045989-0.57711i	0.050527-0.57744i	0.055065-0.57777i	0.059603-0.5781i	0.064142-0.57846i	0.06868-0.57884i
0.03966-0.52067i	0.043835-0.52064i	0.048009-0.52062i	0.052183-0.5206i	0.056358-0.52057i	0.060532-0.52055i	0.0647-0.52056i	0.068861-0.5206i	0.073022-0.52065i	0.077183-0.52069i	0.081344-0.52074i	0.085505-0.52078i	0.089654-0.52089i	0.0938-0.521i
0.078709-0.47313i	0.082548-0.47276i	0.086387-0.4724i	0.090226-0.47204i	0.094065-0.47167i	0.097904-0.47131i	0.10173-0.47099i	0.10553-0.47072i	0.10934-0.47044i	0.11314-0.47017i	0.11695-0.4699i	0.12075-0.46963i	0.12453-0.46943i	0.1283-0.46925i
0.12452-0.43407i	0.12805-0.43335i	0.13157-0.43262i	0.1351-0.43189i	0.13863-0.43116i	0.14216-0.43044i	0.14566-0.42976i	0.14913-0.42915i	0.1526-0.42853i	0.15607-0.42791i	0.15954-0.42729i	0.16301-0.42667i	0.16643-0.42615i	0.16984-0.42564i
0.17438-0.40449i	0.17762-0.40338i	0.18085-0.40227i	0.18409-0.40116i	0.18733-0.40005i	0.19057-0.39894i	0.19377-0.39789i	0.19692-0.3969i	0.20007-0.39591i	0.20322-0.39492i	0.20638-0.39393i	0.20953-0.39294i	0.21261-0.39206i	0.21567-0.3912i
0.22564-0.38439i	0.22861-0.38287i	0.23158-0.38136i	0.23454-0.37985i	0.23751-0.37833i	0.24047-0.37682i	0.24338-0.37537i	0.24623-0.37398i	0.24908-0.3726i	0.25193-0.37122i	0.25478-0.36983i	0.25763-0.36845i	0.26038-0.36718i	0.26312-0.36594i
0.2761-0.373i	0.2788-0.37106i	0.28151-0.36912i	0.28422-0.36718i	0.28693-0.36524i	0.28964-0.3633i	0.29227-0.36143i	0.29483-0.35962i	0.2974-0.35781i	0.29996-0.356i	0.30252-0.35419i	0.30508-0.35239i	0.30751-0.3507i	0.30993-0.34904i
0.32414-0.36912i	0.32661-0.36673i	0.32908-0.36433i	0.33154-0.36194i	0.33401-0.35954i	0.33647-0.35715i	0.33885-0.35481i	0.34114-0.35255i	0.34343-0.35028i	0.34572-0.34801i	0.34801-0.34575i	0.3503-0.34348i	0.35243-0.34134i	0.35455-0.33921i
0.36884-0.37143i	0.37109-0.36855i	0.37333-0.36567i	0.37558-0.36278i	0.37782-0.3599i	0.38007-0.35701i	0.38221-0.35419i	0.38425-0.35142i	0.38629-0.34866i	0.38833-0.34589i	0.39037-0.34313i	0.39241-0.34037i	0.39427-0.33772i	0.3961-0.33509i
0.40973-0.37882i	0.41179-0.37541i	0.41384-0.372i	0.4159-0.36859i	0.41795-0.36518i	0.42001-0.36176i	0.42195-0.35841i	0.42377-0.3551i	0.4256-0.3518i	0.42742-0.3485i	0.42924-0.34519i	0.43107-0.34189i	0.43269-0.3387i	0.43428-0.33551i
0.44659-0.39049i	0.4485-0.38651i	0.45041-0.38254i	0.45231-0.37857i	0.45422-0.3746i	0.45613-0.37062i	0.45791-0.36669i	0.45957-0.36281i	0.46122-0.35893i	0.46287-0.35505i	0.46453-0.35117i	0.46618-0.34728i	0.46761-0.3435i	0.46901-0.33972i
0.47912-0.40595i	0.48094-0.40139i	0.48276-0.39683i	0.48457-0.39226i	0.48639-0.3877i	0.48821-0.38314i	0.48989-0.37861i	0.49144-0.37411i	0.49298-0.36962i	0.49453-0.36513i	0.49607-0.36064i	0.49761-0.35614i	0.49892-0.35173i	0.50019-0.34732i
0.5068-0.42486i	0.50859-0.41969i	0.51038-0.41452i	0.51217-0.40935i	0.51396-0.40417i	0.51576-0.399i	0.51741-0.39386i	0.51892-0.38874i	0.52042-0.38361i	0.52193-0.37849i	0.52343-0.37337i	0.52494-0.36825i	0.5262-0.36318i	0.52742-0.35813i
0.52876-0.44667i	0.53059-0.4409i	0.53243-0.43512i	0.53427-0.42934i	0.53611-0.42357i	0.53795-0.41779i	0.53965-0.41203i	0.54119-0.40627i	0.54273-0.40052i	0.54428-0.39477i	0.54582-0.38902i	0.54737-0.38326i	0.54866-0.37755i	0.54991-0.37184i
0.54395-0.47046i	0.54591-0.4641i	0.54786-0.45774i	0.54982-0.45137i	0.55178-0.44501i	0.55373-0.43865i	0.55554-0.43228i	0.5572-0.42592i	0.55886-0.41956i	0.56052-0.41319i	0.56218-0.40683i	0.56384-0.40047i	0.56524-0.39412i	0.5666-0.38778i
0.5514-0.49469i	0.55354-0.48778i	0.55568-0.48087i	0.55781-0.47395i	0.55995-0.46704i	0.56209-0.46013i	0.56408-0.4532i	0.56593-0.44627i	0.56777-0.43933i	0.56961-0.43239i	0.57146-0.42546i	0.5733-0.41852i	0.57488-0.41158i	0.57643-0.40465i
0.55056-0.51723i	0.55292-0.50982i	0.55529-0.5024i	0.55766-0.49499i	0.56003-0.48758i	0.5624-0.48016i	0.56462-0.47273i	0.56671-0.46527i	0.56879-0.45781i	0.57087-0.45035i	0.57295-0.4429i	0.57503-0.43544i	0.57686-0.42797i	0.57865-0.42049i
0.5416-0.53552i	0.54424-0.52766i	0.54687-0.5198i	0.5495-0.51195i	0.55213-0.50409i	0.55476-0.49624i	0.55726-0.48835i	0.55962-0.48043i	0.56198-0.47252i	0.56434-0.4646i	0.5667-0.45668i	0.56906-0.44876i	0.57117-0.44081i	0.57325-0.43286i
